01.01;;;00:00:00
02.01;;;00:00:00
03.01;;;00:00:00
04.01;;;00:00:00
05.01;;;00:00:00
06.01;;;00:00:00
07.01;;;00:00:00
08.01;;;00:00:00
09.01;;;00:00:00
10.01;;;00:00:00
11.01;12:40:26;13:12:49;00:32:21
12.01;12:23:10;13:30:51;01:07:39
13.01;12:11:55;13:42:52;01:30:55
14.01;12:02:44;13:52:47;01:50:02
15.01;11:54:39;14:01:35;02:06:55
16.01;11:47:18;14:09:38;02:22:19
17.01;11:40:27;14:17:10;02:36:42
18.01;11:33:59;14:24:18;02:50:18
19.01;11:27:48;14:31:07;03:03:18
20.01;11:21:51;14:37:41;03:15:49
21.01;11:16:05;14:44:02;03:27:56
22.01;11:10:29;14:50:12;03:39:42
23.01;11:05:01;14:56:12;03:51:10
24.01;10:59:40;15:02:04;04:02:24
25.01;10:54:24;15:07:49;04:13:24
26.01;10:49:14;15:13:27;04:24:12
27.01;10:44:09;15:18:59;04:34:50
28.01;10:39:07;15:24:26;04:45:18
29.01;10:34:09;15:29:47;04:55:37
30.01;10:29:14;15:35:03;05:05:48
31.01;10:24:22;15:40:16;05:15:53
01.02;10:19:32;15:45:24;05:25:50
02.02;10:14:45;15:50:28;05:35:41
03.02;10:10:00;15:55:28;05:45:27
04.02;10:05:17;16:00:25;05:55:07
05.02;10:00:35;16:05:18;06:04:42
06.02;09:55:56;16:10:08;06:14:11
07.02;09:51:17;16:14:55;06:23:37
08.02;09:46:40;16:19:40;06:32:59
09.02;09:42:04;16:24:21;06:42:16
10.02;09:37:29;16:29:00;06:51:29
11.02;09:32:55;16:33:36;07:00:40
12.02;09:28:23;16:38:09;07:09:46
13.02;09:23:51;16:42:40;07:18:49
14.02;09:19:19;16:47:09;07:27:49
15.02;09:14:49;16:51:35;07:36:46
16.02;09:10:19;16:56:00;07:45:40
17.02;09:05:50;17:00:22;07:54:31
18.02;09:01:21;17:04:42;08:03:20
19.02;08:56:53;17:09:00;08:12:06
20.02;08:52:25;17:13:16;08:20:50
21.02;08:47:58;17:17:30;08:29:32
22.02;08:43:31;17:21:43;08:38:11
23.02;08:39:04;17:25:54;08:46:49
24.02;08:34:38;17:30:03;08:55:25
25.02;08:30:12;17:34:11;09:03:58
26.02;08:25:46;17:38:17;09:12:30
27.02;08:21:20;17:42:21;09:21:00
28.02;08:16:55;17:46:25;09:29:29
01.03;08:12:30;17:50:27;09:37:56
02.03;08:08:04;17:54:27;09:46:22
03.03;08:03:40;17:58:27;09:54:46
04.03;07:59:15;18:02:25;10:03:10
05.03;07:54:50;18:06:22;10:11:32
06.03;07:50:25;18:10:19;10:19:52
07.03;07:46:01;18:14:14;10:28:12
08.03;07:41:36;18:18:08;10:36:32
09.03;07:37:11;18:22:02;10:44:49
10.03;07:32:47;18:25:55;10:53:07
11.03;07:28:22;18:29:47;11:01:24
12.03;07:23:57;18:33:38;11:09:40
13.03;07:19:32;18:37:29;11:17:56
14.03;07:15:08;18:41:19;11:26:11
15.03;07:10:43;18:45:09;11:34:25
16.03;07:06:18;18:48:58;11:42:40
17.03;07:01:52;18:52:48;11:50:54
18.03;06:57:27;18:56:36;11:59:09
19.03;06:53:02;19:00:25;12:07:23
20.03;06:48:36;19:04:14;12:15:37
21.03;06:44:10;19:08:02;12:23:51
22.03;06:39:44;19:11:50;12:32:05
23.03;06:35:18;19:15:39;12:40:20
24.03;06:30:52;19:19:28;12:48:35
25.03;06:26:25;19:23:16;12:56:51
26.03;06:21:58;19:27:05;13:05:07
27.03;06:17:31;19:30:55;13:13:23
28.03;06:13:03;19:34:44;13:21:40
29.03;06:08:35;19:38:35;13:29:59
30.03;06:04:07;19:42:25;13:38:17
31.03;05:59:39;19:46:17;13:46:37
01.04;05:55:10;19:50:09;13:54:58
02.04;05:50:40;19:54:01;14:03:21
03.04;05:46:10;19:57:55;14:11:43
04.04;05:41:40;20:01:49;14:20:08
05.04;05:37:09;20:05:44;14:28:34
06.04;05:32:38;20:09:41;14:37:02
07.04;05:28:06;20:13:38;14:45:31
08.04;05:23:33;20:17:37;14:54:03
09.04;05:19:00;20:21:37;15:02:36
10.04;05:14:26;20:25:38;15:11:11
11.04;05:09:51;20:29:40;15:19:48
12.04;05:05:16;20:33:45;15:28:28
13.04;05:00:39;20:37:50;15:37:10
14.04;04:56:02;20:41:58;15:45:55
15.04;04:51:24;20:46:07;15:54:42
16.04;04:46:45;20:50:18;16:03:32
17.04;04:42:04;20:54:31;16:12:25
18.04;04:37:22;20:58:46;16:21:22
19.04;04:32:40;21:03:03;16:30:22
20.04;04:27:55;21:07:22;16:39:26
21.04;04:23:10;21:11:44;16:48:34
22.04;04:18:22;21:16:09;16:57:45
23.04;04:13:33;21:20:36;17:07:02
