01.01;09:00:30;16:07:58;07:07:27
02.01;09:00:12;16:09:10;07:08:56
03.01;08:59:51;16:10:25;07:10:33
04.01;08:59:26;16:11:44;07:12:17
05.01;08:58:57;16:13:06;07:14:07
06.01;08:58:24;16:14:31;07:16:06
07.01;08:57:48;16:15:59;07:18:10
08.01;08:57:07;16:17:30;07:20:22
09.01;08:56:23;16:19:04;07:22:40
10.01;08:55:35;16:20:41;07:25:05
11.01;08:54:43;16:22:20;07:27:35
12.01;08:53:48;16:24:01;07:30:12
13.01;08:52:50;16:25:45;07:32:54
14.01;08:51:48;16:27:31;07:35:43
15.01;08:50:43;16:29:20;07:38:36
16.01;08:49:34;16:31:10;07:41:35
17.01;08:48:23;16:33:03;07:44:39
18.01;08:47:08;16:34:57;07:47:48
19.01;08:45:50;16:36:53;07:51:02
20.01;08:44:29;16:38:50;07:54:20
21.01;08:43:06;16:40:49;07:57:43
22.01;08:41:39;16:42:50;08:01:09
23.01;08:40:10;16:44:51;08:04:41
24.01;08:38:38;16:46:54;08:08:15
25.01;08:37:03;16:48:58;08:11:54
26.01;08:35:26;16:51:03;08:15:36
27.01;08:33:47;16:53:09;08:19:21
28.01;08:32:05;16:55:16;08:23:10
29.01;08:30:21;16:57:24;08:27:02
30.01;08:28:34;16:59:32;08:30:57
31.01;08:26:45;17:01:41;08:34:54
01.02;08:24:54;17:03:50;08:38:55
02.02;08:23:01;17:06:00;08:42:57
03.02;08:21:06;17:08:10;08:47:03
04.02;08:19:09;17:10:21;08:51:11
05.02;08:17:11;17:12:32;08:55:20
06.02;08:15:10;17:14:43;08:59:32
07.02;08:13:07;17:16:54;09:03:46
08.02;08:11:03;17:19:05;09:08:01
09.02;08:08:57;17:21:16;09:12:18
10.02;08:06:50;17:23:28;09:16:37
11.02;08:04:41;17:25:39;09:20:57
12.02;08:02:30;17:27:50;09:25:19
13.02;08:00:18;17:30:01;09:29:43
14.02;07:58:05;17:32:12;09:34:07
15.02;07:55:50;17:34:23;09:38:32
16.02;07:53:34;17:36:34;09:42:59
17.02;07:51:16;17:38:44;09:47:27
18.02;07:48:57;17:40:54;09:51:56
19.02;07:46:37;17:43:04;09:56:26
20.02;07:44:16;17:45:13;10:00:56
21.02;07:41:54;17:47:23;10:05:27
22.02;07:39:31;17:49:31;10:09:59
23.02;07:37:07;17:51:40;10:14:32
24.02;07:34:41;17:53:48;10:19:05
25.02;07:32:15;17:55:56;10:23:39
26.02;07:29:48;17:58:03;10:28:14
27.02;07:27:20;18:00:10;10:32:50
28.02;07:24:51;18:02:17;10:37:25
01.03;07:22:22;18:04:24;10:42:01
02.03;07:19:51;18:06:29;10:46:37
03.03;07:17:20;18:08:35;10:51:14
04.03;07:14:49;18:10:40;10:55:51
05.03;07:12:16;18:12:45;11:00:29
06.03;07:09:43;18:14:50;11:05:06
07.03;07:07:10;18:16:54;11:09:43
08.03;07:04:35;18:18:58;11:14:21
09.03;07:02:01;18:21:01;11:19:00
10.03;06:59:26;18:23:05;11:23:38
11.03;06:56:50;18:25:08;11:28:16
12.03;06:54:14;18:27:10;11:32:55
13.03;06:51:38;18:29:13;11:37:33
14.03;06:49:01;18:31:15;11:42:12
15.03;06:46:24;18:33:17;11:46:52
16.03;06:43:47;18:35:18;11:51:31
17.03;06:41:10;18:37:20;11:56:09
18.03;06:38:32;18:39:21;12:00:48
19.03;06:35:54;18:41:22;12:05:27
20.03;06:33:16;18:43:23;12:10:06
21.03;06:30:38;18:45:23;12:14:44
22.03;06:28:00;18:47:24;12:19:23
23.03;06:25:22;18:49:25;12:24:02
24.03;06:22:44;18:51:25;12:28:41
25.03;06:20:05;18:53:25;12:33:19
26.03;06:17:27;18:55:25;12:37:57
27.03;06:14:49;18:57:26;12:42:35
28.03;06:12:11;18:59:26;12:47:13
29.03;06:09:33;19:01:26;12:51:52
30.03;06:06:56;19:03:26;12:56:29
31.03;06:04:19;19:05:26;13:01:06
01.04;06:01:41;19:07:26;13:05:44
02.04;05:59:05;19:09:26;13:10:21
03.04;05:56:28;19:11:26;13:14:57
04.04;05:53:52;19:13:27;13:19:34
05.04;05:51:16;19:15:27;13:24:10
06.04;05:48:41;19:17:27;13:28:46
07.04;05:46:06;19:19:28;13:33:21
08.04;05:43:31;19:21:28;13:37:56
09.04;05:40:57;19:23:29;13:42:30
10.04;05:38:24;19:25:29;13:47:05
11.04;05:35:51;19:27:30;13:51:38
12.04;05:33:18;19:29:31;13:56:12
13.04;05:30:47;19:31:32;14:00:44
14.04;05:28:16;19:33:33;14:05:16
15.04;05:25:45;19:35:34;14:09:48
16.04;05:23:16;19:37:35;14:14:19
17.04;05:20:47;19:39:37;14:18:48
18.04;05:18:19;19:41:38;14:23:18
19.04;05:15:52;19:43:39;14:27:47
20.04;05:13:26;19:45:41;14:32:14
21.04;05:11:01;19:47:42;14:36:41
22.04;05:08:36;19:49:44;14:41:07
23.04;05:06:13;19:51:45;14:45:31
24.04;05:03:51;19:53:47;14:49:56
25.04;05:01:29;19:55:48;14:54:18
26.04;04:59:09;19:57:50;14:58:39
27.04;04:56:50;19:59:51;15:03:00
28.04;04:54:33;20:01:52;15:07:18
29.04;04:52:16;20:03:53;15:11:36
30.04;04:50:01;20:05:54;15:15:52
01.05;04:47:47;20:07:54;15:20:07
02.05;04:45:34;20:09:55;15:24:20
03.05;04:43:23;20:11:55;15:28:30
04.05;04:41:14;20:13:54;15:32:40
05.05;04:39:06;20:15:53;15:36:47
06.05;04:36:59;20:17:52;15:40:52
07.05;04:34:54;20:19:51;15:44:55
08.05;04:32:51;20:21:48;15:48:56
09.05;04:30:50;20:23:45;15:52:55
10.05;04:28:50;20:25:42;15:56:51
11.05;04:26:52;20:27:38;16:00:44
12.05;04:24:57;20:29:32;16:04:35
13.05;04:23:03;20:31:27;16:08:23
14.05;04:21:11;20:33:20;16:12:08
15.05;04:19:21;20:35:12;16:15:50
16.05;04:17:33;20:37:03;16:19:29
17.05;04:15:48;20:38:53;16:23:04
18.05;04:14:05;20:40:41;16:26:36
19.05;04:12:24;20:42:29;16:30:04
20.05;04:10:45;20:44:14;16:33:29
21.05;04:09:09;20:45:59;16:36:48
22.05;04:07:36;20:47:42;16:40:05
23.05;04:06:05;20:49:23;16:43:17
24.05;04:04:37;20:51:02;16:46:24
25.05;04:03:12;20:52:40;16:49:28
26.05;04:01:49;20:54:15;16:52:26
27.05;04:00:29;20:55:49;16:55:18
28.05;03:59:13;20:57:20;16:58:07
29.05;03:57:59;20:58:50;17:00:50
30.05;03:56:48;21:00:17;17:03:27
31.05;03:55:41;21:01:41;17:05:59
01.06;03:54:37;21:03:03;17:08:26
02.06;03:53:36;21:04:22;17:10:45
03.06;03:52:38;21:05:39;17:13:00
04.06;03:51:44;21:06:53;17:15:08
05.06;03:50:53;21:08:04;17:17:10
06.06;03:50:06;21:09:12;17:19:05
07.06;03:49:22;21:10:17;17:20:54
08.06;03:48:42;21:11:18;17:22:36
09.06;03:48:06;21:12:17;17:24:10
10.06;03:47:33;21:13:12;17:25:38
11.06;03:47:04;21:14:04;17:26:58
12.06;03:46:39;21:14:52;17:28:12
13.06;03:46:18;21:15:37;17:29:18
14.06;03:46:00;21:16:18;17:30:17
15.06;03:45:47;21:16:56;17:31:08
16.06;03:45:37;21:17:30;17:31:51
17.06;03:45:31;21:18:00;17:32:28
18.06;03:45:29;21:18:26;17:32:55
