01.01;10:01:39;16:05:39;06:03:59
02.01;10:01:08;16:07:05;06:05:56
03.01;10:00:31;16:08:36;06:08:04
04.01;09:59:49;16:10:11;06:10:21
05.01;09:59:03;16:11:50;06:12:47
06.01;09:58:12;16:13:34;06:15:21
07.01;09:57:16;16:15:21;06:18:05
08.01;09:56:15;16:17:12;06:20:57
09.01;09:55:10;16:19:07;06:23:56
10.01;09:54:00;16:21:05;06:27:05
11.01;09:52:46;16:23:07;06:30:20
12.01;09:51:28;16:25:11;06:33:42
13.01;09:50:06;16:27:19;06:37:11
14.01;09:48:40;16:29:29;06:40:48
15.01;09:47:10;16:31:42;06:44:30
16.01;09:45:37;16:33:57;06:48:19
17.01;09:44:00;16:36:15;06:52:14
18.01;09:42:19;16:38:35;06:56:14
19.01;09:40:36;16:40:57;07:00:21
20.01;09:38:48;16:43:21;07:04:31
21.01;09:36:58;16:45:46;07:08:48
22.01;09:35:05;16:48:14;07:13:08
23.01;09:33:09;16:50:42;07:17:33
24.01;09:31:09;16:53:12;07:22:02
25.01;09:29:08;16:55:44;07:26:35
26.01;09:27:03;16:58:16;07:31:12
27.01;09:24:56;17:00:49;07:35:52
28.01;09:22:47;17:03:24;07:40:36
29.01;09:20:35;17:05:59;07:45:23
30.01;09:18:21;17:08:35;07:50:13
31.01;09:16:04;17:11:11;07:55:05
01.02;09:13:46;17:13:48;08:00:01
02.02;09:11:25;17:16:25;08:04:59
03.02;09:09:03;17:19:03;08:09:59
04.02;09:06:38;17:21:41;08:15:01
05.02;09:04:12;17:24:19;08:20:06
06.02;09:01:44;17:26:58;08:25:12
07.02;08:59:14;17:29:36;08:30:21
08.02;08:56:43;17:32:14;08:35:31
09.02;08:54:10;17:34:53;08:40:42
10.02;08:51:36;17:37:31;08:45:55
11.02;08:49:00;17:40:09;08:51:09
12.02;08:46:22;17:42:47;08:56:24
13.02;08:43:44;17:45:25;09:01:41
14.02;08:41:03;17:48:02;09:06:58
15.02;08:38:22;17:50:40;09:12:16
16.02;08:35:40;17:53:17;09:17:36
17.02;08:32:56;17:55:53;09:22:57
18.02;08:30:11;17:58:29;09:28:17
19.02;08:27:25;18:01:05;09:33:40
20.02;08:24:38;18:03:41;09:39:02
21.02;08:21:50;18:06:16;09:44:25
22.02;08:19:01;18:08:50;09:49:48
23.02;08:16:11;18:11:24;09:55:12
24.02;08:13:20;18:13:58;10:00:37
25.02;08:10:29;18:16:31;10:06:02
26.02;08:07:36;18:19:04;10:11:27
27.02;08:04:43;18:21:36;10:16:52
28.02;08:01:49;18:24:08;10:22:18
01.03;07:58:54;18:26:39;10:27:45
02.03;07:55:59;18:29:10;10:33:10
03.03;07:53:03;18:31:41;10:38:37
04.03;07:50:06;18:34:11;10:44:04
05.03;07:47:09;18:36:41;10:49:30
06.03;07:44:11;18:39:10;10:54:58
07.03;07:41:13;18:41:39;11:00:25
08.03;07:38:14;18:44:07;11:05:52
09.03;07:35:15;18:46:35;11:11:19
10.03;07:32:16;18:49:03;11:16:47
11.03;07:29:16;18:51:30;11:22:14
12.03;07:26:15;18:53:57;11:27:42
13.03;07:23:14;18:56:24;11:33:09
14.03;07:20:13;18:58:51;11:38:36
15.03;07:17:12;19:01:17;11:44:04
16.03;07:14:11;19:03:43;11:49:31
17.03;07:11:09;19:06:09;11:54:59
18.03;07:08:07;19:08:34;12:00:26
19.03;07:05:05;19:10:59;12:05:54
20.03;07:02:03;19:13:25;12:11:21
21.03;06:59:00;19:15:50;12:16:49
22.03;06:55:58;19:18:14;12:22:16
23.03;06:52:55;19:20:39;12:27:44
24.03;06:49:53;19:23:04;12:33:10
25.03;06:46:50;19:25:29;12:38:38
26.03;06:43:48;19:27:53;12:44:05
